epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,281.193,0.81814,1.02325,1.44356,0.95452,0.88579,0.96747,0.92102,0.37312,0.5924,0.55948,0.000602092,0.000602092,0.000602092
30,290.37,0.82772,1.02301,1.45379,0.85974,0.8937,0.95583,0.80606,0.5917,0.86115,0.79865,0.000593846,0.000593846,0.000593846
31,299.976,0.79895,1.03498,1.40749,0.91552,0.89592,0.95776,0.87441,0.48147,0.66253,0.6689,0.000585599,0.000585599,0.000585599
32,309.489,0.81471,1.05118,1.43518,0.92845,0.8856,0.95108,0.89809,0.37384,0.67995,0.57913,0.000577352,0.000577352,0.000577352
33,318.734,0.77906,0.95119,1.41171,0.91709,0.85651,0.95985,0.94554,0.29359,0.61609,0.44347,0.000569106,0.000569106,0.000569106
34,328.643,0.76664,0.9796,1.39192,0.93022,0.9076,0.96927,0.93978,0.3342,0.61181,0.5054,0.000560859,0.000560859,0.000560859
35,338.553,0.77645,0.93354,1.41205,0.97319,0.93277,0.97846,0.91688,0.41802,0.55717,0.63492,0.000552612,0.000552612,0.000552612
36,348.582,0.75411,0.89416,1.38379,0.93211,0.92494,0.96541,0.87504,0.49869,0.63071,0.72325,0.000544365,0.000544365,0.000544365
37,357.99,0.75283,0.8852,1.38141,0.96447,0.91997,0.97066,0.91151,0.39181,0.53468,0.59087,0.000536119,0.000536119,0.000536119
38,367.392,0.75785,0.9021,1.39276,0.96193,0.95632,0.97814,0.91924,0.37557,0.52188,0.6019,0.000527872,0.000527872,0.000527872
39,376.664,0.72155,0.89551,1.36593,0.94106,0.92419,0.96812,0.90272,0.36376,0.54143,0.54418,0.000519625,0.000519625,0.000519625
40,386.205,0.71532,0.84585,1.34288,0.93777,0.91309,0.96398,0.87626,0.41001,0.59354,0.57951,0.000511379,0.000511379,0.000511379
41,396.065,0.72676,0.87219,1.35712,0.91152,0.90651,0.96066,0.89426,0.39883,0.62285,0.61175,0.000503132,0.000503132,0.000503132
42,405.68,0.7026,0.85431,1.33103,0.91926,0.92129,0.97144,0.94515,0.28525,0.57072,0.46542,0.000494885,0.000494885,0.000494885
43,415.429,0.72357,0.84154,1.35391,0.96333,0.92123,0.97426,0.91849,0.34277,0.57526,0.54757,0.000486639,0.000486639,0.000486639
44,425.136,0.72876,0.85785,1.36633,0.94544,0.88327,0.94618,0.91276,0.32796,0.63189,0.51066,0.000478392,0.000478392,0.000478392
45,434.558,0.68033,0.83263,1.33775,0.94057,0.86004,0.95657,0.86989,0.45304,0.64632,0.64233,0.000470145,0.000470145,0.000470145
46,443.931,0.71387,0.83171,1.34354,0.96459,0.92157,0.97211,0.90249,0.39278,0.54109,0.55421,0.000461898,0.000461898,0.000461898
47,453.43,0.72431,0.85751,1.36489,0.95911,0.93264,0.97661,0.90196,0.43898,0.48998,0.66841,0.000453652,0.000453652,0.000453652
48,462.92,0.68382,0.789,1.31813,0.9631,0.92348,0.97804,0.94263,0.38018,0.51174,0.56814,0.000445405,0.000445405,0.000445405
49,472.44,0.68841,0.80976,1.3281,0.95597,0.93659,0.98324,0.95208,0.35979,0.46551,0.52083,0.000437158,0.000437158,0.000437158
50,481.984,0.69163,0.77265,1.32942,0.95478,0.90514,0.97514,0.90095,0.43522,0.51669,0.61219,0.000428912,0.000428912,0.000428912
51,491.228,0.69491,0.81991,1.34369,0.97343,0.92859,0.97555,0.91869,0.37778,0.5591,0.5666,0.000420665,0.000420665,0.000420665
52,500.617,0.66431,0.77916,1.31166,0.95492,0.89923,0.97639,0.90286,0.39956,0.52205,0.5621,0.000412418,0.000412418,0.000412418
53,509.975,0.68278,0.80991,1.33233,0.94316,0.94075,0.97625,0.94653,0.33637,0.51867,0.49272,0.000404172,0.000404172,0.000404172
54,519.335,0.62486,0.74818,1.27585,0.94814,0.92688,0.98,0.95974,0.29254,0.49845,0.44955,0.000395925,0.000395925,0.000395925
55,528.661,0.65015,0.74531,1.30305,0.96233,0.90114,0.95726,0.91086,0.35353,0.61796,0.52507,0.000387678,0.000387678,0.000387678
56,537.954,0.66183,0.75184,1.31153,0.93678,0.92297,0.96234,0.90919,0.35572,0.53027,0.51972,0.000379431,0.000379431,0.000379431
57,547.252,0.62682,0.73517,1.2708,0.98671,0.93434,0.98082,0.96475,0.30175,0.45283,0.45289,0.000371185,0.000371185,0.000371185
58,556.882,0.65115,0.71412,1.2982,0.94104,0.93591,0.97699,0.95743,0.34979,0.5005,0.51029,0.000362938,0.000362938,0.000362938
59,566.156,0.64246,0.71784,1.29557,0.96283,0.93826,0.97864,0.95919,0.34074,0.49259,0.5068,0.000354691,0.000354691,0.000354691
60,575.535,0.64369,0.69093,1.29366,0.91763,0.92869,0.97397,0.95687,0.28858,0.5099,0.47131,0.000346445,0.000346445,0.000346445
61,585.041,0.64203,0.7467,1.29426,0.93457,0.92912,0.97613,0.9238,0.40765,0.52994,0.5717,0.000338198,0.000338198,0.000338198
62,594.611,0.61268,0.69666,1.25583,0.95225,0.92614,0.97732,0.96509,0.29204,0.47961,0.43374,0.000329951,0.000329951,0.000329951
63,604.296,0.63625,0.72621,1.28729,0.96434,0.91174,0.97426,0.95096,0.34395,0.47425,0.50052,0.000321705,0.000321705,0.000321705
64,613.916,0.6036,0.69653,1.25395,0.95081,0.90597,0.97855,0.95226,0.34201,0.49673,0.48367,0.000313458,0.000313458,0.000313458
65,623.669,0.60422,0.71937,1.27036,0.97341,0.91668,0.97862,0.94709,0.34427,0.48645,0.49505,0.000305211,0.000305211,0.000305211
66,633.76,0.61337,0.69132,1.27239,0.96782,0.93416,0.98055,0.96168,0.32968,0.4727,0.46538,0.000296964,0.000296964,0.000296964
67,643.977,0.60473,0.69152,1.26757,0.95081,0.89986,0.95602,0.95541,0.24481,0.5345,0.37081,0.000288718,0.000288718,0.000288718
68,653.976,0.56704,0.65507,1.24167,0.94945,0.90683,0.97351,0.96169,0.30604,0.49197,0.44334,0.000280471,0.000280471,0.000280471
69,664.029,0.60016,0.6677,1.25196,0.97533,0.90992,0.97699,0.94869,0.33934,0.47101,0.49301,0.000272224,0.000272224,0.000272224
70,673.433,0.59511,0.65615,1.24724,0.95398,0.93844,0.97538,0.95691,0.33559,0.4543,0.48457,0.000263978,0.000263978,0.000263978
71,682.999,0.58428,0.63777,1.23745,0.95862,0.92366,0.97914,0.93997,0.3298,0.42685,0.48473,0.000255731,0.000255731,0.000255731
72,692.725,0.60046,0.70114,1.26885,0.9639,0.94192,0.98013,0.89258,0.40508,0.44187,0.57061,0.000247484,0.000247484,0.000247484
73,702.415,0.57068,0.66116,1.23433,0.95255,0.96004,0.98217,0.9432,0.33067,0.42684,0.48342,0.000239238,0.000239238,0.000239238
74,712.278,0.57197,0.64206,1.23843,0.96759,0.95058,0.98025,0.95593,0.31033,0.39208,0.45528,0.000230991,0.000230991,0.000230991
75,722.192,0.57387,0.63957,1.24257,0.98105,0.93844,0.98138,0.93527,0.34249,0.38038,0.49875,0.000222744,0.000222744,0.000222744
76,732.237,0.57012,0.64467,1.24085,0.97298,0.9224,0.97952,0.95617,0.3144,0.42001,0.47217,0.000214497,0.000214497,0.000214497
77,742.231,0.5535,0.64806,1.22308,0.96266,0.94421,0.97719,0.95137,0.31052,0.46533,0.46596,0.000206251,0.000206251,0.000206251
78,752.299,0.5314,0.61369,1.20424,0.97774,0.91778,0.97985,0.95608,0.31141,0.43998,0.45937,0.000198004,0.000198004,0.000198004
79,762.338,0.54866,0.63554,1.21787,0.98195,0.90951,0.97903,0.95236,0.29766,0.45771,0.4316,0.000189757,0.000189757,0.000189757
80,772.207,0.53854,0.62756,1.20155,0.94298,0.94179,0.98075,0.94252,0.30508,0.44299,0.44513,0.000181511,0.000181511,0.000181511
81,781.946,0.52036,0.60586,1.19728,0.97754,0.93497,0.9794,0.96494,0.30362,0.42824,0.4507,0.000173264,0.000173264,0.000173264
82,791.277,0.52656,0.59896,1.20338,0.96238,0.9393,0.9825,0.96169,0.32289,0.433,0.46289,0.000165017,0.000165017,0.000165017
83,800.626,0.54666,0.60636,1.22663,0.96662,0.93451,0.98176,0.95144,0.31728,0.44783,0.45638,0.000156771,0.000156771,0.000156771
84,810.24,0.50457,0.58541,1.18736,0.96155,0.94444,0.97957,0.94317,0.34117,0.46638,0.49036,0.000148524,0.000148524,0.000148524
85,819.833,0.53764,0.59709,1.20808,0.98205,0.94855,0.98107,0.96454,0.29949,0.44449,0.43883,0.000140277,0.000140277,0.000140277
86,829.688,0.53969,0.60857,1.20925,0.98739,0.93996,0.98296,0.96809,0.30682,0.4189,0.44395,0.000132031,0.000132031,0.000132031
87,839.137,0.54226,0.59398,1.21477,0.95963,0.95113,0.98226,0.96001,0.31673,0.43031,0.45921,0.000123784,0.000123784,0.000123784
88,848.546,0.48555,0.57198,1.15995,0.96047,0.95554,0.98143,0.9671,0.30073,0.43427,0.44343,0.000115537,0.000115537,0.000115537
89,857.972,0.5245,0.57991,1.19793,0.97609,0.93905,0.98133,0.96716,0.3024,0.46752,0.45182,0.00010729,0.00010729,0.00010729
90,867.514,0.49655,0.59591,1.18351,0.96385,0.94311,0.98133,0.95754,0.3189,0.45347,0.47654,9.90437e-05,9.90437e-05,9.90437e-05
91,876.465,0.17497,0.5088,1.01393,0.97316,0.94742,0.97901,0.97287,0.24647,0.47521,0.38028,9.0797e-05,9.0797e-05,9.0797e-05
92,885.256,0.10816,0.2899,0.94229,0.97055,0.93146,0.97988,0.97479,0.24685,0.52086,0.358,8.25503e-05,8.25503e-05,8.25503e-05
93,894.104,0.08793,0.24205,0.93258,0.95992,0.96873,0.98115,0.9776,0.2345,0.51916,0.33438,7.43036e-05,7.43036e-05,7.43036e-05
94,903.012,0.07733,0.22577,0.9159,0.96043,0.96597,0.98322,0.98038,0.21771,0.5416,0.30997,6.60569e-05,6.60569e-05,6.60569e-05
95,911.817,0.07299,0.20425,0.93497,0.95639,0.96057,0.98434,0.98216,0.22102,0.50454,0.31728,5.78102e-05,5.78102e-05,5.78102e-05
96,920.663,0.06694,0.19048,0.92132,0.97529,0.93605,0.98533,0.9832,0.21967,0.51897,0.31316,4.95635e-05,4.95635e-05,4.95635e-05
97,929.824,0.06545,0.19628,0.91344,0.97114,0.94875,0.98549,0.98339,0.21528,0.49008,0.30578,4.13168e-05,4.13168e-05,4.13168e-05
98,938.893,0.06124,0.18808,0.91034,0.98442,0.94083,0.98583,0.98356,0.20562,0.48325,0.29071,3.30701e-05,3.30701e-05,3.30701e-05
99,947.967,0.05995,0.17173,0.9099,0.97225,0.95319,0.9857,0.98327,0.20641,0.46895,0.29253,2.48234e-05,2.48234e-05,2.48234e-05
100,956.947,0.06003,0.17658,0.92942,0.97554,0.9506,0.98572,0.98328,0.20498,0.4706,0.29182,1.65767e-05,1.65767e-05,1.65767e-05
