epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,573.715,0.51846,0.54141,1.20461,0.97703,0.94591,0.98199,0.97159,0.27465,0.39438,0.39805,0.000165017,0.000165017,0.000165017
83,580.514,0.49448,0.54155,1.18129,0.96452,0.93225,0.98379,0.97567,0.25223,0.38641,0.39736,0.000156771,0.000156771,0.000156771
84,587.35,0.4623,0.54143,1.17337,0.96227,0.94923,0.98213,0.97378,0.28217,0.37528,0.42408,0.000148524,0.000148524,0.000148524
85,594.228,0.46396,0.52413,1.15338,0.97715,0.9582,0.98377,0.97096,0.30106,0.3552,0.44326,0.000140277,0.000140277,0.000140277
86,600.976,0.47111,0.54846,1.1583,0.96956,0.95576,0.98396,0.9734,0.28893,0.35105,0.44045,0.000132031,0.000132031,0.000132031
87,607.775,0.46468,0.54472,1.15979,0.96508,0.95987,0.98325,0.97898,0.24542,0.33815,0.39708,0.000123784,0.000123784,0.000123784
88,614.6,0.46306,0.5358,1.16728,0.94401,0.96005,0.98618,0.98049,0.2488,0.36662,0.40247,0.000115537,0.000115537,0.000115537
89,621.415,0.46508,0.51127,1.15574,0.96748,0.92886,0.98457,0.96689,0.29784,0.42095,0.45169,0.00010729,0.00010729,0.00010729
90,628.295,0.47194,0.52607,1.1536,0.96142,0.94287,0.9824,0.97563,0.27508,0.40708,0.41999,9.90437e-05,9.90437e-05,9.90437e-05
91,659.241,0.12888,0.43444,0.98588,0.95733,0.94829,0.97152,0.95162,0.26287,0.39023,0.38838,9.0797e-05,9.0797e-05,9.0797e-05
92,666.047,0.08077,0.2301,0.94627,0.95023,0.94988,0.97761,0.97449,0.27365,0.41401,0.38616,8.25503e-05,8.25503e-05,8.25503e-05
93,672.802,0.0654,0.20733,0.93395,0.95335,0.9417,0.97648,0.97281,0.23358,0.47117,0.34422,7.43036e-05,7.43036e-05,7.43036e-05
94,679.79,0.06142,0.19566,0.93661,0.94759,0.95594,0.97222,0.97009,0.21059,0.48753,0.31372,6.60569e-05,6.60569e-05,6.60569e-05
95,686.563,0.05839,0.18363,0.9101,0.9392,0.96658,0.97518,0.9741,0.20025,0.42711,0.29941,5.78102e-05,5.78102e-05,5.78102e-05
96,693.373,0.0545,0.17976,0.91638,0.97212,0.94112,0.98054,0.98054,0.20403,0.38291,0.30256,4.95635e-05,4.95635e-05,4.95635e-05
97,700.227,0.05604,0.169,0.90809,0.97285,0.94185,0.98138,0.97963,0.19307,0.38806,0.29199,4.13168e-05,4.13168e-05,4.13168e-05
98,707.146,0.05075,0.15746,0.91921,0.96447,0.94917,0.97925,0.97796,0.19611,0.44683,0.29486,3.30701e-05,3.30701e-05,3.30701e-05
99,713.956,0.05081,0.15173,0.8984,0.96127,0.94867,0.97808,0.97676,0.19417,0.45331,0.28866,2.48234e-05,2.48234e-05,2.48234e-05
100,720.767,0.04646,0.16547,0.92418,0.97464,0.95004,0.98019,0.97993,0.19034,0.42819,0.28572,1.65767e-05,1.65767e-05,1.65767e-05
