epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,132.047,0.87893,1.11547,1.49068,0.89577,0.90104,0.95759,0.8858,0.42455,0.69604,0.68586,0.000618586,0.000618586,0.000618586
28,136.909,0.8325,1.08573,1.44406,0.94147,0.88946,0.94494,0.68487,0.90201,1.07377,1.36472,0.000610339,0.000610339,0.000610339
29,141.605,0.83762,1.05989,1.45955,0.95842,0.83821,0.95592,0.8031,0.63666,0.74713,0.88506,0.000602092,0.000602092,0.000602092
30,146.253,0.84674,1.06941,1.46881,0.91517,0.90493,0.96491,0.79055,0.73483,0.72305,1.03963,0.000593846,0.000593846,0.000593846
31,150.849,0.78018,0.9927,1.39469,0.89236,0.91657,0.95403,0.83017,0.54389,0.66619,0.78857,0.000585599,0.000585599,0.000585599
32,155.54,0.80191,1.02172,1.41529,0.8719,0.91276,0.96597,0.83814,0.5305,0.66372,0.76623,0.000577352,0.000577352,0.000577352
33,160.166,0.81113,0.98925,1.44316,0.95809,0.87638,0.97234,0.83654,0.53468,0.66976,0.7755,0.000569106,0.000569106,0.000569106
34,164.828,0.79355,0.97884,1.41586,0.93776,0.92759,0.9712,0.90781,0.416,0.58452,0.64893,0.000560859,0.000560859,0.000560859
35,169.676,0.76754,0.96994,1.41147,0.94148,0.93,0.98035,0.85733,0.51333,0.67469,0.76452,0.000552612,0.000552612,0.000552612
36,174.281,0.80662,1.00405,1.43002,0.87414,0.91492,0.95237,0.84657,0.52925,0.72602,0.79693,0.000544365,0.000544365,0.000544365
37,178.896,0.77206,0.99909,1.41062,0.94033,0.89905,0.96033,0.86418,0.55302,0.65077,0.77895,0.000536119,0.000536119,0.000536119
38,183.518,0.74955,0.98347,1.38105,0.88954,0.90696,0.95648,0.87783,0.45775,0.62281,0.70704,0.000527872,0.000527872,0.000527872
39,188.139,0.76989,0.94835,1.40609,0.94626,0.9018,0.97103,0.8582,0.53583,0.61132,0.82057,0.000519625,0.000519625,0.000519625
40,192.718,0.77476,0.94539,1.40509,0.96145,0.91489,0.96635,0.84682,0.53531,0.64737,0.81147,0.000511379,0.000511379,0.000511379
41,197.503,0.7735,0.93536,1.39391,0.95682,0.91264,0.96769,0.83308,0.58295,0.6656,0.85425,0.000503132,0.000503132,0.000503132
42,202.092,0.79938,0.93617,1.42948,0.9647,0.92711,0.96828,0.86272,0.53574,0.6368,0.79322,0.000494885,0.000494885,0.000494885
43,206.866,0.78744,0.9251,1.4191,0.95522,0.95864,0.97955,0.90404,0.42409,0.52753,0.64841,0.000486639,0.000486639,0.000486639
44,211.459,0.74859,0.90173,1.38614,0.9498,0.94143,0.9823,0.88293,0.49087,0.56557,0.73703,0.000478392,0.000478392,0.000478392
45,216.009,0.751,0.87967,1.38247,0.93323,0.9036,0.97574,0.87115,0.5286,0.64615,0.74226,0.000470145,0.000470145,0.000470145
46,220.507,0.74605,0.87891,1.37536,0.89865,0.93667,0.97155,0.86946,0.52425,0.66909,0.80981,0.000461898,0.000461898,0.000461898
47,224.998,0.75512,0.88652,1.39435,0.90249,0.88928,0.96302,0.85002,0.60337,0.70972,0.93213,0.000453652,0.000453652,0.000453652
48,229.495,0.74514,0.86246,1.35923,0.95921,0.9334,0.97979,0.88123,0.48278,0.53019,0.71021,0.000445405,0.000445405,0.000445405
49,234.053,0.72958,0.88375,1.37129,0.96528,0.94184,0.98455,0.88842,0.47791,0.50534,0.70337,0.000437158,0.000437158,0.000437158
50,238.64,0.70101,0.85894,1.35549,0.95602,0.95198,0.98566,0.89645,0.42962,0.52283,0.68127,0.000428912,0.000428912,0.000428912
51,243.143,0.75483,0.83155,1.3981,0.96485,0.91465,0.98305,0.87647,0.50383,0.53619,0.75055,0.000420665,0.000420665,0.000420665
52,247.702,0.7315,0.85805,1.36012,0.97307,0.91893,0.98,0.86108,0.53886,0.56131,0.80128,0.000412418,0.000412418,0.000412418
53,252.215,0.71145,0.8265,1.34916,0.92416,0.96567,0.98072,0.89967,0.45217,0.54044,0.6638,0.000404172,0.000404172,0.000404172
54,256.741,0.70411,0.81477,1.33657,0.94882,0.90361,0.9721,0.89282,0.4743,0.54472,0.70214,0.000395925,0.000395925,0.000395925
55,261.268,0.70518,0.79236,1.34816,0.96206,0.93714,0.96838,0.86542,0.53616,0.56992,0.78286,0.000387678,0.000387678,0.000387678
56,265.76,0.69854,0.82132,1.33082,0.92878,0.94107,0.97601,0.88069,0.43977,0.57449,0.7277,0.000379431,0.000379431,0.000379431
57,270.307,0.70532,0.79355,1.33851,0.9507,0.95922,0.9818,0.90826,0.39501,0.48342,0.62548,0.000371185,0.000371185,0.000371185
58,274.82,0.6897,0.78922,1.34332,0.97495,0.94231,0.98289,0.90498,0.45986,0.54144,0.69827,0.000362938,0.000362938,0.000362938
59,279.309,0.67996,0.76805,1.32259,0.9635,0.95338,0.98638,0.88071,0.53547,0.55767,0.76809,0.000354691,0.000354691,0.000354691
60,283.834,0.68175,0.80352,1.32393,0.94352,0.95194,0.9844,0.87293,0.51774,0.53277,0.76377,0.000346445,0.000346445,0.000346445
61,288.334,0.67053,0.79084,1.32868,0.95365,0.95605,0.98379,0.85902,0.57902,0.51956,0.84191,0.000338198,0.000338198,0.000338198
62,292.853,0.67947,0.77092,1.32781,0.9638,0.95355,0.98662,0.913,0.45263,0.48068,0.67807,0.000329951,0.000329951,0.000329951
63,297.361,0.67105,0.7728,1.32287,0.98428,0.91972,0.98402,0.85494,0.54118,0.55729,0.77662,0.000321705,0.000321705,0.000321705
64,301.862,0.6468,0.78235,1.30469,0.95435,0.95565,0.98602,0.88857,0.46212,0.48678,0.66699,0.000313458,0.000313458,0.000313458
65,306.402,0.65787,0.75426,1.30911,0.9558,0.97318,0.9868,0.9443,0.384,0.4718,0.61093,0.000305211,0.000305211,0.000305211
66,310.953,0.64708,0.74443,1.29722,0.95242,0.95673,0.98064,0.89922,0.40715,0.53785,0.64229,0.000296964,0.000296964,0.000296964
67,315.449,0.63319,0.73379,1.2835,0.97841,0.95166,0.9813,0.89283,0.42463,0.46297,0.64967,0.000288718,0.000288718,0.000288718
68,319.952,0.6802,0.75249,1.31281,0.97565,0.96026,0.98671,0.87357,0.48979,0.46193,0.70498,0.000280471,0.000280471,0.000280471
69,324.428,0.63086,0.73524,1.27383,0.95347,0.95796,0.98141,0.89393,0.44663,0.45181,0.66949,0.000272224,0.000272224,0.000272224
70,328.905,0.60682,0.66976,1.25947,0.94472,0.95505,0.9847,0.9052,0.42809,0.47384,0.66062,0.000263978,0.000263978,0.000263978
71,333.409,0.6613,0.75606,1.31496,0.95013,0.9768,0.98581,0.88971,0.48213,0.45141,0.73477,0.000255731,0.000255731,0.000255731
72,337.926,0.63339,0.72761,1.27631,0.95492,0.96595,0.98758,0.87948,0.51298,0.48292,0.7434,0.000247484,0.000247484,0.000247484
73,342.484,0.65051,0.71989,1.30097,0.97398,0.97009,0.9891,0.89945,0.45791,0.43565,0.68298,0.000239238,0.000239238,0.000239238
74,347.021,0.63932,0.7285,1.29473,0.98087,0.95819,0.98484,0.89387,0.47318,0.45234,0.69325,0.000230991,0.000230991,0.000230991
75,351.49,0.61807,0.68739,1.27033,0.97237,0.96716,0.98694,0.91092,0.41506,0.43392,0.63103,0.000222744,0.000222744,0.000222744
76,355.977,0.62069,0.70643,1.28164,0.96762,0.96196,0.9852,0.89255,0.47198,0.4464,0.68299,0.000214497,0.000214497,0.000214497
77,360.449,0.60991,0.70641,1.27559,0.93336,0.96474,0.97737,0.91219,0.43444,0.47957,0.6484,0.000206251,0.000206251,0.000206251
78,364.974,0.63062,0.7236,1.28943,0.95511,0.94661,0.97783,0.89389,0.49973,0.47332,0.72475,0.000198004,0.000198004,0.000198004
79,369.473,0.60954,0.69639,1.27594,0.95819,0.95407,0.98014,0.90577,0.44715,0.45079,0.66514,0.000189757,0.000189757,0.000189757
80,374.07,0.59788,0.71719,1.25792,0.95515,0.95262,0.97609,0.8898,0.46916,0.48392,0.69206,0.000181511,0.000181511,0.000181511
81,378.564,0.60095,0.6977,1.25422,0.95505,0.9652,0.9852,0.87253,0.5098,0.48044,0.73012,0.000173264,0.000173264,0.000173264
82,383.042,0.61287,0.66142,1.2833,0.96443,0.95114,0.98036,0.90069,0.43465,0.46601,0.63328,0.000165017,0.000165017,0.000165017
83,387.566,0.58474,0.67778,1.24995,0.96245,0.91492,0.97159,0.90068,0.43051,0.50213,0.632,0.000156771,0.000156771,0.000156771
84,392.03,0.58978,0.67676,1.27318,0.94793,0.93014,0.96807,0.87649,0.45261,0.45959,0.65445,0.000148524,0.000148524,0.000148524
85,396.547,0.58414,0.65156,1.25166,0.9735,0.92908,0.97558,0.87907,0.4709,0.4742,0.67818,0.000140277,0.000140277,0.000140277
86,401.027,0.58041,0.68231,1.24424,0.94853,0.94485,0.97847,0.90519,0.42541,0.47316,0.6293,0.000132031,0.000132031,0.000132031
87,405.582,0.56937,0.65869,1.24017,0.97308,0.93309,0.97976,0.88906,0.45063,0.46023,0.66748,0.000123784,0.000123784,0.000123784
88,410.066,0.55752,0.66079,1.23814,0.95575,0.9594,0.98135,0.89476,0.43038,0.45297,0.63452,0.000115537,0.000115537,0.000115537
89,414.566,0.55761,0.64137,1.22515,0.93007,0.97901,0.9802,0.88068,0.46405,0.45079,0.66923,0.00010729,0.00010729,0.00010729
90,419.102,0.5785,0.6624,1.24452,0.97329,0.95349,0.98132,0.90322,0.42563,0.41452,0.62405,9.90437e-05,9.90437e-05,9.90437e-05
